case_name,case_url,filings,filed_date,state_ags,case_status,issue_area,executive_action,last_case_update
"W.J.C.C. v. Trump (W.D. Pa.)

3:25-cv-00153",https://www.courtlistener.com/docket/70336200/wjcc-v-trump/,Habeas Petition (under seal),2025-05-21,,Government Action Temporarily Blocked in Part; Temporary Block Denied in Part,Immigration and Citizenship,Alien Enemies Act Removals (Presidential Proclamation 10903),2025-12-01
"Coalition for Humane Immigrant Rights v. U.S. Department of Homeland Security ( D.D.C.)

1:25-cv-00943",https://www.courtlistener.com/docket/69822820/coalition-for-humane-immigrant-rights-v-us-department-of-homeland/,Complaint,2025-03-31,,Government Action Not Blocked Pending Appeal,Immigration and Citizenship,Biometric Information and Registration (Interim Final Rule: Alien Registration Form and Evidence of Registration),2025-08-12
"Doe v. U.S Department of Homeland Security (S.D. Tex.)

4:25-cv-03585",https://www.courtlistener.com/docket/71000552/doe-v-us-department-of-homeland-security/,Complaint,2025-08-02,,Awaiting Court Ruling,Immigration and Citizenship,Biometric Information and Registration (Interim Final Rule: Alien Registration Form and Evidence of Registration),2025-10-10
"New Hampshire Indonesian Community Support v. Donald J. Trump (D.N.H.)

1:25-cv-00038",https://www.courtlistener.com/docket/69560542/new-hampshire-indonesian-community-support-v-trump/,Complaint,2025-01-20,,Government Action Temporarily Blocked,Immigration and Citizenship,Birthright Citizenship (Executive Order 14160),2025-10-03
"O. Doe; Brazilian Worker Center, Inc; La Colaborativa v. Donald J. Trump et al (D. Mass.)

1:25-cv-10135",https://www.courtlistener.com/docket/69560579/doe-v-trump/,Complaint,2025-01-20,,Government Action Temporarily Blocked,Immigration and Citizenship,Birthright Citizenship (Executive Order 14160),2025-10-03
"Le v. Trump (C.D. Cal.)

8:25-cv-00104",https://www.courtlistener.com/docket/69560620/thien-le-v-donald-j-trump/,Complaint (under seal per Privacy Act),2025-01-20,,Awaiting Court Ruling,Immigration and Citizenship,Birthright Citizenship (Executive Order 14160),2025-02-14
"State of New Jersey et al v. Donald J. Trump et al (D. Mass.)

1:25-cv-10139",https://www.courtlistener.com/docket/69561497/state-of-new-jersey-v-trump/,Complaint,2025-01-21,State A.G. Plaintiffs,Government Action Temporarily Blocked,Immigration and Citizenship,Birthright Citizenship (Executive Order 14160),2025-11-25
"Casa v. Donald Trump (D. Md.)

8:25-cv-00201",https://www.courtlistener.com/docket/69563661/casa-inc-v-trump/,"Complaint

Amended Complaint

2025-06-27",2025-01-21,,Government Action Temporarily Blocked,Immigration and Citizenship,Birthright Citizenship (Executive Order 14160),2025-12-09
"State of Washington et al v. Donald J. Trump et al (W.D. Wash.)

2:25-cv-00127",https://www.courtlistener.com/docket/69561931/state-of-washington-v-trump/,Complaint,2025-01-21,State A.G. Plaintiffs,Government Action Blocked Pending Appeal,Immigration and Citizenship,Birthright Citizenship (Executive Order 14160),2025-09-26
"Franco Aleman et al. v. Trump et al. (W.D. Wash.)

2:25-cv-00163",https://www.courtlistener.com/docket/69576744/franco-aleman-v-trump/,Complaint,2025-01-24,,Government Action Blocked Pending Appeal,Immigration and Citizenship,Birthright Citizenship (Executive Order 14160),2025-01-27
"OCA–Asian Pacific American Advocates v. Marco Rubio et al (D.D.C.)

1:25-cv-00287",https://www.courtlistener.com/docket/69595158/oca-asian-pacific-american-advocates-v-rubio/,"Complaint

Amended Complaint

2025-07-01",2025-01-30,,Awaiting Court Ruling,Immigration and Citizenship,Birthright Citizenship (Executive Order 14160),2025-12-08
"County of Santa Clara v. Trump, et al (N.D. Cal.)

5:25-cv-00981",https://www.courtlistener.com/docket/69594402/county-of-santa-clara-v-trump/,Complaint,2025-01-30,,Awaiting Court Ruling,Immigration and Citizenship,Birthright Citizenship (Executive Order 14160),2025-03-18
"New York Immigration Coalition v. Donald J. Trump et al. (S.D.N.Y.)

1:25-cv-01309",https://www.courtlistener.com/docket/69638232/unknown-case-title/,"Complaint

Amended Complaint

2025-07-16",2025-02-13,,Government Action Blocked Pending Appeal,Immigration and Citizenship,Birthright Citizenship (Executive Order 14160),2026-01-06
"Barbara v. Trump (D.N.H.)

1:25-cv-00244",https://www.courtlistener.com/docket/70651853/barbara-v-trump/,Complaint,2025-06-27,,Government Action Blocked Pending Appeal,Immigration and Citizenship,Birthright Citizenship (Executive Order 14160),2025-12-05
"Van Schaick v. DeSantis (N.D. Fla.)

4:25-cv-00271",https://www.courtlistener.com/docket/70695499/van-schaick-v-desantis/,Complaint,2025-06-26,,Awaiting Court Ruling,Immigration and Citizenship,Immigration Detention Facilities,2025-06-26
"Friends of the Everglades, Inc. v. Noem (S.D. Fla.)

1:25-cv-22896",https://www.courtlistener.com/docket/70650763/friends-of-the-everglades-inc-v-noem/,Complaint,2025-06-27,,Government Action Not Blocked Pending Appeal,Immigration and Citizenship,Immigration Detention Facilities,2025-09-04
"Barco Mercado v. Noem (S.D.N.Y.)

1:25-cv-06568",https://www.courtlistener.com/docket/71065570/barco-mercado-v-noem/,Complaint,2025-08-08,,Government Action Temporarily Blocked,Immigration and Citizenship,Immigration Detention Facilities,2025-09-17
"Hernandez Amaya v. Trump (D.R.I.)

3:25-cv-00889",https://www.courtlistener.com/docket/71559749/hernandez-amaya-v-trump/,Complaint,2025-10-06,,Case Closed,Immigration and Citizenship,Immigration Detention Facilities,2025-10-31
"Ruiz v. U.S. Immigration & Customs Enforcement (N.D. Cal.)

3:25-cv-09757",https://www.courtlistener.com/docket/71906132/ruiz-v-us-immigration-customs-enforcement/,Complaint,2025-11-12,,Government Action Temporarily Blocked,Immigration and Citizenship,Immigration Detention Facilities,2026-02-10
"Reach Community Development v. U.S. Department of Homeland Security (D. Or.)

3:25-cv-02257",https://www.courtlistener.com/docket/72000469/reach-community-development-v-us-department-of-homeland-security/,Complaint,2025-12-05,,Awaiting Court Ruling,Immigration and Citizenship,Immigration Detention Facilities,2025-12-05
"State of Maryland v. Noem (D. Md.)

1:26-cv-00733",https://www.courtlistener.com/docket/72313096/state-of-maryland-v-noem/,Complaint,2026-02-23,State A.G. Plaintiffs,Awaiting Court Ruling,Immigration and Citizenship,Immigration Detention Facilities,2026-02-23
"Community Legal Services in East Palo Alto v. United States Department of Health and Human Services (N.D. Cal.)

3:25-cv-02847",https://www.courtlistener.com/docket/69799154/community-legal-services-in-east-palo-alto-v-united-states-department-of/,Complaint,2025-03-26,,Government Action Blocked Pending Appeal,Immigration and Citizenship,Contract Termination for Services to Unaccompanied Minors,2025-10-10
"National TPS Alliance et al. v. Noem (N.D. Cal.)

3:25-cv-01766",https://www.courtlistener.com/docket/69655305/national-tps-alliance-v-noem/,"Complaint




First Amended Complaint 2025-03-20




Second Amended Complaint

2025-07-08",2025-02-19,,Government Action Not Blocked Pending Appeal,Immigration and Citizenship,DHS Revocation of Temporary Protected Status (TPS),2026-01-28
"Casa, Inc. and Make the Road New York v. Noem (D. Md.)

8:25-cv-00525",https://www.courtlistener.com/docket/69656739/casa-inc-v-noem/,Complaint,2025-02-20,,Temporary Block of Government Action Denied,Immigration and Citizenship,DHS Revocation of Temporary Protected Status (TPS),2025-04-01
"Haitian Americans United Inc. v. Trump (D. Mass.)

1:25-cv-10498",https://www.courtlistener.com/docket/69696873/haitian-americans-united-inc-v-trump/,Complaint,2025-03-03,,Awaiting Court Ruling,Immigration and Citizenship,DHS Revocation of Temporary Protected Status (TPS),2025-12-11
"Haitian Evangelical Clergy Association v. Trump (E.D.N.Y.)

1:25-cv-01464",https://www.courtlistener.com/docket/69740630/haitian-evangelical-clergy-association-v-trump/,Complaint,2025-03-14,,Government Action Blocked,Immigration and Citizenship,DHS Revocation of Temporary Protected Status (TPS),2025-09-25
"CASA, Inc. v. Noem (D. Md.)

8:25-cv-01484",https://www.courtlistener.com/docket/70217588/casa-inc-v-noem/,Complaint,2025-05-07,,Temporary Block of Government Action Denied,Immigration and Citizenship,DHS Revocation of Temporary Protected Status (TPS),2025-07-23
"National TPS Alliance v. Noem (N.D. Cal.)

3:25-cv-05687",https://www.courtlistener.com/docket/70726295/national-tps-alliance-v-noem/,Complaint,2025-07-07,,Government Action Not Blocked Pending Appeal,Immigration and Citizenship,DHS Revocation of Temporary Protected Status (TPS),2026-02-09
"Coalition for Humane Immigrant Rights v. Noem (D.D.C.)

1:25-cv-00872",https://www.courtlistener.com/docket/69781698/coalition-for-humane-immigrant-rights-v-noem/,Complaint,2025-03-24,,Government Action Blocked Pending Appeal,Immigration and Citizenship,DHS Revocation of Temporary Protected Status (TPS),2025-09-12
"Doe v. Noem (S.D.N.Y.)

1:25-cv-08686",https://www.courtlistener.com/docket/71705917/doe-v-noem/,Complaint,2025-10-20,,Government Action Temporarily Blocked in Part; Temporary Block Denied in Part,Immigration and Citizenship,DHS Revocation of Temporary Protected Status (TPS),2025-11-19
"African Communities Together v. Noem (D. Mass.)

1:25-cv-13939",https://www.courtlistener.com/docket/72069053/african-communities-together-v-noem/,Complaint,2025-12-22,,Government Action Temporarily Blocked,Immigration and Citizenship,DHS Revocation of Temporary Protected Status (TPS),2026-02-12
"African Communities Together v. Noem (D. Mass.)

1:26-cv-10278",https://www.courtlistener.com/docket/72178312/african-communities-together-v-noem/,Complaint,2026-01-22,,Awaiting Court Ruling,Immigration and Citizenship,DHS Revocation of Temporary Protected Status (TPS),2026-01-25
"Lesly Miot v. Trump (D.D.C.)

1:25-cv-02471",https://www.courtlistener.com/docket/70965949/lesly-miot-v-trump/,"Complaint

First Amended Complaint

2025-12-05

Second Amended Complaint

2025-12-19",2025-07-05,,Government Action Blocked Pending Appeal,Immigration and Citizenship,DHS Revocation of Temporary Protected Status (TPS),2026-02-16
"V.M.L. v. Harper (W.D. La.)

1:25-cv-00550",https://www.courtlistener.com/docket/69940863/v-m-l-v-harper/,Habeas petition,2025-04-25,,Case Closed,Immigration and Citizenship,DHS/ICE actions toward U.S. citizens,2025-05-08
"Chavarria v. U.S. Department of Homeland Security (D.D.C.)

1:25-cv-04289",https://www.courtlistener.com/docket/72014766/chavarria-v-us-department-of-homeland-security/,Complaint,2025-12-10,,Awaiting Court Ruling,Immigration and Citizenship,DHS/ICE actions toward U.S. citizens,2025-12-10
"Taal v. Trump (N.D.N.Y.)

Complaint",https://www.courtlistener.com/docket/69743997/taal-v-trump/,,2025-03-15,,Case Closed,Immigration and Citizenship,Habeas Corpus and Removal of Protestors (Protecting the United States from Foreign Terrorists and Other National Security and Public Safety Threats Executive Order 14161) (Additional Measures to Combat Anti-Semitism (Executive Order 14188)),2025-03-31
"Vizguerra-Ramirez v. Choate et al (D. Colo.)

1:25-cv-00881",https://www.courtlistener.com/docket/69750515/vizguerra-ramirez-v-choate/,"Habeas petition (under seal)




Amended Habeas petition 2025-04-08",2025-03-18,,Government Action Temporarily Blocked,Immigration and Citizenship,Habeas Corpus and Removal of Protestors (Protecting the United States from Foreign Terrorists and Other National Security and Public Safety Threats Executive Order 14161) (Additional Measures to Combat Anti-Semitism (Executive Order 14188)),2025-12-17
"Suri v. Trump (E.D. Va.)

1:25-cv-00480",https://www.courtlistener.com/docket/69755722/suri-v-trump/,"Habeas petition

First Amended Habeas Petition 2025-04-08

Second Amended Habeas Petition 2025-06-30",2025-03-18,,Government Action Blocked Pending Appeal,Immigration and Citizenship,Habeas Corpus and Removal of Protestors (Protecting the United States from Foreign Terrorists and Other National Security and Public Safety Threats Executive Order 14161) (Additional Measures to Combat Anti-Semitism (Executive Order 14188)),2025-08-05
"Mahmoud Khalil v. William P. Joyce et al. (D.N.J.)

2:25-cv-01963",https://www.courtlistener.com/docket/69757814/khalil-v-joyce/,"Habeas petition




First Amended Petition & Complaint 2025-03-13

Second Amended Petition & Complaint 2025-04-03

Third Amended Petition & Complaint 2025-05-08




Fourth Amended Petition & Complaint 2025-10-06",2025-03-19,,Government Action Blocked Pending Appeal,Immigration and Citizenship,Habeas Corpus and Removal of Protestors (Protecting the United States from Foreign Terrorists and Other National Security and Public Safety Threats Executive Order 14161) (Additional Measures to Combat Anti-Semitism (Executive Order 14188)),2026-01-15
"Chung v. Trump (S.D.N.Y.)

1:25-cv-02412",https://www.courtlistener.com/docket/69780645/chung-v-trump/,Complaint and Habeas Petition,2025-03-24,,Government Action Temporarily Blocked,Immigration and Citizenship,Habeas Corpus and Removal of Protestors (Protecting the United States from Foreign Terrorists and Other National Security and Public Safety Threats Executive Order 14161) (Additional Measures to Combat Anti-Semitism (Executive Order 14188)),2025-07-03
"Ozturk v. Hyde (D. Vt.)

1:25-cv-12334",https://www.courtlistener.com/docket/71168373/ozturk-v-hyde/,"Habeas petition

Amended habeas petition

2025-03-28",2025-03-25,,Government Action Temporarily Blocked,Immigration and Citizenship,Habeas Corpus and Removal of Protestors (Protecting the United States from Foreign Terrorists and Other National Security and Public Safety Threats Executive Order 14161) (Additional Measures to Combat Anti-Semitism (Executive Order 14188)),2025-12-08
"American Association of University Professors v. Rubio (D. Mass.)

1:25-cv-10685",https://www.courtlistener.com/docket/69784731/american-association-of-university-professors-v-rubio/,Complaint,2025-03-25,,Government Action Blocked,Immigration and Citizenship,Habeas Corpus and Removal of Protestors (Protecting the United States from Foreign Terrorists and Other National Security and Public Safety Threats Executive Order 14161) (Additional Measures to Combat Anti-Semitism (Executive Order 14188)),2026-01-23
"Mahdawi v. Trump (D. Vt.)

2:25-cv-00389",https://www.courtlistener.com/docket/69888582/mahdawi-v-trump/,Complaint,2025-04-14,,Government Action Blocked Pending Appeal,Immigration and Citizenship,Habeas Corpus and Removal of Protestors (Protecting the United States from Foreign Terrorists and Other National Security and Public Safety Threats Executive Order 14161) (Additional Measures to Combat Anti-Semitism (Executive Order 14188)),2025-09-29
"Las Americas Immigrant Advocacy Center et al v. U.S. Department of Homeland Security (D.D.C.)

1:24-cv-01702",https://www.courtlistener.com/docket/68850646/las-americas-immigrant-advocacy-center-v-us-department-of-homeland/,"Complaint

Motion for TRO

2024-01-23",2024-06-12,,Government Action Blocked,Immigration and Citizenship,Immigration Policy - Discontinuation of CBP One app (Executive Order 14165),2025-08-27
"Svitlana Doe v. Noem (D. Mass.)

1:25-cv-10495",https://www.courtlistener.com/docket/69695790/doe-v-noem/,"Complaint

First Amended Complaint 2025-03-17

Second Amended Complaint 2025-03-27",2025-02-28,,Government Action Temporarily Blocked,Immigration and Citizenship,Immigration Policy - Termination of Categorical Parole Programs (Executive Order 14165),2026-01-24
"Pedro Vasquez Perdomo v. Noem et al (C.D. Cal.)

2:25-cv-05605",https://www.courtlistener.com/docket/70594806/pedro-vasquez-perdomo-v-kristi-noem/,Complaint,2025-07-02,,Government Action Temporarily Blocked,Immigration and Citizenship,Immigration Raids and Arrests,2026-02-19
"Immigrant Advocates Response Collaborative v. Department of Justice (D.D.C.)

1:25-cv-02279",https://www.courtlistener.com/docket/70813833/immigrant-advocates-response-collaborative-v-department-of-justice/,Complaint,2025-07-16,,Awaiting Court Ruling,Immigration and Citizenship,Immigration Raids and Arrests,2025-10-21
"Hernandez v. Noem (D.D.C.)

1:25-cv-02344",https://www.courtlistener.com/docket/70870317/hernandez-v-noem/,Complaint,2025-07-21,,Awaiting Court Ruling,Immigration and Citizenship,Immigration Raids and Arrests,2025-07-28
"African Communities Together v. Lyons (S.D.N.Y.)

1:25-cv-06366",https://www.courtlistener.com/docket/70993525/african-communities-together-v-lyons/,Complaint,2025-08-01,,Government Action Temporarily Blocked in Part; Temporary Block Denied in Part,Immigration and Citizenship,Immigration Raids and Arrests,2025-09-12
"A.M. v. U.S. Department of Homeland Security (S.D. Cal.)

3:25-cv-02308",https://www.courtlistener.com/docket/71273161/am-v-us-department-of-homeland-security/,Complaint,2025-09-04,,Awaiting Court Ruling,Immigration and Citizenship,Immigration Raids and Arrests,2025-09-04
"Escobar Molina v. U.S. Department of Homeland Security (D.D.C.)

1:25-cv-03417",https://www.courtlistener.com/docket/71452519/escobar-molina-v-us-department-of-homeland-security/,Complaint,2025-09-25,,Government Action Temporarily Blocked,Immigration and Citizenship,Immigration Raids and Arrests,2025-12-02
"Venegas v. Homan (S.D. Ala.)

1:25-cv-00397",https://www.courtlistener.com/docket/71498589/venegas-v-homan/,Complaint,2025-09-30,,Awaiting Court Ruling,Immigration and Citizenship,Immigration Raids and Arrests,2025-09-30
"Castanon Nava v. Department of Homeland Security (N.D. Ill.)

1:18-cv-03757",https://www.courtlistener.com/docket/6952165/castanon-nava-v-department-of-homeland-security/,Complaint,2025-10-07,,Government Action Not Blocked Pending Appeal,Immigration and Citizenship,Immigration Raids and Arrests,2025-12-11
"Bangstad v. Noem (W.D. Wis.)

3:25-cv-00733",https://www.courtlistener.com/docket/71241805/bangstad-kirk-v-noem-kristi/,Complaint,2025-08-31,,Awaiting Court Ruling,Immigration and Citizenship,Immigration Raids and Arrests,2025-08-31
"Ramirez Ovando v. Noem (D. Colo.)

1:25-cv-03183",https://www.courtlistener.com/docket/71592542/ramirez-ovando-v-noem/,Complaint,2025-10-09,,Government Action Temporarily Blocked,Immigration and Citizenship,Immigration Raids and Arrests,2026-01-23
"Hussen v. Noem (D. Minn.)

0:26-cv-00324",https://www.courtlistener.com/docket/72146903/hussen-v-noem/,Complaint,2026-01-15,,Awaiting Court Ruling,Immigration and Citizenship,Immigration Raids and Arrests,2026-01-15
"Greater Boston Latino Network v. Noem (D. Mass.)

1:26-cv-10472",https://www.courtlistener.com/docket/72208638/greater-boston-latino-network-v-noem/,Complaint,2026-01-30,,Awaiting Court Ruling,Immigration and Citizenship,Immigration Raids and Arrests,2026-01-30
"Rodriguez v. Porter (D. Idaho)

1:26-cv-00075",https://www.courtlistener.com/docket/72256071/rodriguez-v-porter/,Complaint,2026-02-10,,Awaiting Court Ruling,Immigration and Citizenship,Immigration Raids and Arrests,2026-02-10
"Centro de Trabajadores Unidos v. Bessent (D.D.C.)

1:25-cv-00677",https://www.courtlistener.com/docket/69714586/centro-de-trabajadores-unidos-v-bessent/,"Complaint




Amended Complaint 2025-03-26",2025-03-07,,Temporary Block of Government Action Denied,Immigration and Citizenship,IRS and Medicaid Data Sharing for Immigration Enforcement Purposes (Executive Order 14165) (Executive Order 14159) (Executive Order 14158),2025-05-21
"State of California et al v. U.S. Department of Health and Human Services et al (N.D. Cal.)

3:25-cv-05536",https://www.courtlistener.com/docket/70687026/state-of-california-v-us-department-of-health-and-human-services/,Complaint,2025-07-01,State A.G. Plaintiffs,Government Action Temporarily Blocked,Immigration and Citizenship,IRS and Medicaid Data Sharing for Immigration Enforcement Purposes (Executive Order 14165) (Executive Order 14159) (Executive Order 14158),2025-12-29
"Community Economic Development Center of Southeastern Massachusetts v. Bessent (D. Mass.)

1:25-cv-12822",https://www.courtlistener.com/docket/71498800/community-economic-development-center-of-southeastern-massachusetts-v/,Complaint,2025-09-30,,Government Action Temporarily Blocked,Immigration and Citizenship,IRS and Medicaid Data Sharing for Immigration Enforcement Purposes (Executive Order 14165) (Executive Order 14159) (Executive Order 14158),2026-02-05
"Perez Parra v. Castro (D.N.M.)

1:24-cv-00912",https://www.courtlistener.com/docket/69162304/perez-parra-v-castro/,Complaint,2024-09-13,,Case Closed,Immigration and Citizenship,Migrant Transfers to Guantánamo (Presidential Memorandum),2025-02-14
"Las Americas Immigrant Advocacy Center v. Noem (D.D.C.)

1:25-cv-00418",https://www.courtlistener.com/docket/69633721/las-americas-immigrant-advocacy-center-v-noem/,"Complaint




Amended Complaint 2025-04-26",2025-02-12,,Awaiting Court Ruling,Immigration and Citizenship,Migrant Transfers to Guantánamo (Presidential Memorandum),2025-04-26
"Espinoza Escalona v. Noem (D.D.C.)

1:25-cv-00604",https://www.courtlistener.com/docket/69696278/espinoza-escalona-v-noem/,Complaint,2025-03-01,,Case Closed,Immigration and Citizenship,Migrant Transfers to Guantánamo (Presidential Memorandum),2025-05-22
"Luna Gutierrez v. Noem (D.D.C.)

1:25-cv-01766",https://www.courtlistener.com/docket/70456103/luna-gutierrez-v-noem/,Complaint,2025-06-04,,Awaiting Court Ruling,Immigration and Citizenship,Migrant Transfers to Guantánamo (Presidential Memorandum),2025-12-05
"United Farm Workers v. Noem (E.D. Cal.)

1:25-cv-00246",https://www.courtlistener.com/docket/69683411/united-farm-workers-v-noem/,Complaint,2025-02-26,,Government Action Temporarily Blocked,Immigration and Citizenship,Other Habeas and Removal Actions,2025-06-26
"Gunaydin v. Trump (D. Minn.)

0:25-cv-01151",https://www.courtlistener.com/docket/69820407/gunaydin-vtrump/,"Habeas petition (under seal)




Amended Habeas petition 2025-04-11

Second Amended Habeas petition 2025-05-15",2025-03-30,,Government Action Temporarily Blocked,Immigration and Citizenship,Other Habeas and Removal Actions,2025-05-21
"Jane Doe 1 v. Bondi (N.D. Ga.)

1:25-cv-01998",https://www.courtlistener.com/docket/69887817/jane-doe-1-v-bondi/,"Complaint




Amended Complaint 2025-04-15

Second Amended Complaint 2025-06-30",2025-04-11,,Case Closed in Favor of Plaintiff,Immigration and Citizenship,Other Habeas and Removal Actions,2025-07-01
"Dvortsin as Next Friend of Hayam El Gamal et al., Petitioner, v. Noem (W.D. Tex.)

5:25-cv-00664",https://www.courtlistener.com/docket/70531191/dvortsin-v-noem/,Habeas petition,2025-06-04,,Case Closed/Dismissed in Favor of Government,Immigration and Citizenship,Other Habeas and Removal Actions,2025-07-02
"Stanford Daily Publishing Corporation v. Rubio (N.D. Cal.)

5:25-cv-06618",https://www.courtlistener.com/docket/71038037/stanford-daily-publishing-corporation-v-rubio/?order_by=desc&utm_campaign=lawsuits-related-to-trump-admin-actions&utm_medium=referral&utm_source=www.courtwatch.news,Complaint,2025-08-06,,Awaiting Court Ruling,Immigration and Citizenship,Other Habeas and Removal Actions,2026-01-16
"Garcia Picazo v. Sheehan (N.D. Iowa)

5:25-cv-04057",https://www.courtlistener.com/docket/71390301/garcia-picazo-v-sheehan/,Habeas petition,2025-09-19,,Government Action Blocked,Immigration and Citizenship,Other Habeas and Removal Actions,2025-10-27
"Campos Leon v. Forestal, Marion County Sheriff (S.D. Ind.)

1:25-cv-01774",https://www.courtlistener.com/docket/71282225/campos-leon-v-forestal-marion-county-sheriff/,Habeas petition,2025-09-05,,Government Action Blocked,Immigration and Citizenship,Other Habeas and Removal Actions,2025-11-21
"Chogllo Chafla v. Scott (D. Me.)

2:25-cv-00437",https://www.courtlistener.com/docket/71252095/chogllo-chafla-v-scott/,Habeas petition,2025-09-02,,Government Action Blocked,Immigration and Citizenship,Other Habeas and Removal Actions,2025-10-31
"Lema Tamay v. Scott (D. Me.)

2:25-cv-00438",https://www.courtlistener.com/docket/71252360/lema-tamay-v-scott/,Habeas Petition (sealed),2025-09-02,,Government Action Blocked,Immigration and Citizenship,Other Habeas and Removal Actions,2025-10-23
"Tenesaca Lema v. Scott (D. Me.)

2:25-cv-00439",https://www.courtlistener.com/docket/71252635/tenesaca-lema-v-scott/,Habeas petition,2025-09-02,,Government Action Blocked,Immigration and Citizenship,Other Habeas and Removal Actions,2025-12-17
"State of Arizona, et al. v. Pam Bondi, et al. (D. Ariz.)

4:25-cv-00468",https://www.courtlistener.com/docket/71140869/arizona-state-of-v-bondi/,Habeas petition,2025-08-15,State A.G. Plaintiffs,Government Action Blocked,Immigration and Citizenship,Other Habeas and Removal Actions,2025-10-22
"Clarke v. Nassau County Correctional Center (E.D.N.Y.)

2:25-cv-06773",https://www.courtlistener.com/docket/72006132/clarke-v-nassau-county-correctional-center/,Habeas petition,2025-12-08,,Government Action Temporarily Blocked,Immigration and Citizenship,Other Habeas and Removal Actions,2025-12-18
"Gibson v. Bondi (D. Minn.)

0:26-cv-00172",https://www.courtlistener.com/docket/72130038/gibson-v-bondi/,"Habeas Petition

Amended Habeas Petition

2026-01-12",2026-01-12,,Awaiting Court Ruling,Immigration and Citizenship,Other Habeas and Removal Actions,2026-01-17
"Refugee and Immigrant Center for Education and Legal Services v. Noem (D.D.C.)

1:25-cv-00306",https://www.courtlistener.com/docket/69606027/refugee-and-immigrant-center-for-education-and-legal-services-v-noem/,"Complaint

Amended Complaint

2025-02-19",2025-02-03,,Government Action Blocked Pending Appeal,Immigration and Citizenship,Proclamation Prohibiting Non-Citizens from Invoking Asylum Provisions (Proclamation 10888),2025-08-01
"Al Otro Lado v. Trump (S.D. Cal.)

3:25-cv-01501",https://www.courtlistener.com/docket/70518399/al-otro-lado-inc-v-trump/,Complaint,2025-06-11,,Awaiting Court Ruling,Immigration and Citizenship,Proclamation Prohibiting Non-Citizens from Invoking Asylum Provisions (Proclamation 10888),2025-06-11
"Melgar-Salmeron v. Bondi (2d Cir.)

23-7792",https://www.courtlistener.com/docket/70409956/melgar-salmeron-v-bondi/,Letters from Government and Petitioner [Sealed],2023-11-20,,Government Action Temporarily Blocked,Immigration and Citizenship,Removal to El Salvador/Fear of Persecution,2025-09-26
"Gil Rojas v. Venegas (S.D. Tex.)

1:25-cv-00056",https://www.courtlistener.com/docket/69740798/gil-rojas-v-venegas/,Habeas Petition,2025-03-14,,Case Closed in Favor of Plaintiff,Immigration and Citizenship,Removal to El Salvador/Fear of Persecution,2025-08-18
"Abrego Garcia v. Noem (D. Md.)

8:25-cv-00951",https://www.courtlistener.com/docket/69777799/abrego-garcia-v-noem/,Complaint,2025-03-24,,Government Action Blocked,Immigration and Citizenship,Removal to El Salvador/Fear of Persecution,2026-02-17
"Robert F. Kennedy Human Rights v. Department of State (D.D.C.)

1:25-cv-01774",https://www.courtlistener.com/docket/70464280/robert-f-kennedy-human-rights-v-department-of-state/,Complaint,2025-06-05,,Awaiting Court Ruling,Immigration and Citizenship,Removal to El Salvador/Fear of Persecution,2025-10-28
"Pacito v. Trump (W.D. Wash.)

2:25-cv-00255",https://www.courtlistener.com/docket/69626101/pacito-v-trump/,Complaint,2025-02-10,,Government Action Not Blocked Pending Appeal,Immigration and Citizenship,Suspension of the U.S. Refugee Admissions Program (Executive Order No. 14163) and Refugees Funding Suspension (Dept. of State Notice),2025-09-18
"Lazaro Maldonado Bautista v. Ernesto Santacruz Jr. (C.D. Cal.)

5:25-cv-01873",https://www.courtlistener.com/docket/70895584/lazaro-maldonado-bautista-v-ernesto-santacruz-jr/,"Complaint

Amended Complaint

2025-07-28",2025-07-28,,Government Action Blocked,Immigration and Citizenship,Immigration Detention Policy,2026-02-18
"Pablo Sequen v. Albarran (N.D. Cal.)

5:25-cv-06487",https://www.courtlistener.com/docket/70990996/pablo-sequen-v-kaiser/,Habeas petition,2025-08-01,,Government Action Blocked Pending Appeal,Immigration and Citizenship,Immigration Detention Policy,2025-12-31
"Immigration Center for Women and Children et al v. Noem et al (C.D. Cal.)

2:25-cv-09848",https://www.courtlistener.com/docket/71648919/immigration-center-for-women-and-children-v-noem/,Complaint,2025-10-14,,Awaiting Court Ruling,Immigration and Citizenship,Immigration Detention Policy,2025-10-14
"Gonzalez v. Noem (N.D. Ill.)

1:25-cv-13323",https://www.courtlistener.com/docket/71832522/moreno-gonzalez-v-noem-secretary-us-department-of-homeland-security/,Complaint,2025-10-30,,Government Action Temporarily Blocked,Immigration and Citizenship,Immigration Detention Policy,2025-11-05
"Coalition for Spiritual and Public Leadership v. Noem (N.D. Ill.)

1:25-cv-14168",https://www.courtlistener.com/docket/71934446/coalition-for-spiritual-and-public-leadership-v-noem/,Complaint,2025-11-19,,Awaiting Court Ruling,Immigration and Citizenship,Immigration Detention Policy,2026-01-23
"Maria L. v. Noem (D. Mass.)

1:25-cv-13471",https://www.courtlistener.com/docket/71938107/maria-l-v-noem/,Complaint,2025-11-19,,Awaiting Court Ruling,Immigration and Citizenship,Immigration Detention Policy,2025-11-19
"Carolina Migrant Network v. Immigration Customs Enforcement (W.D.N.C.)

3:26-cv-00028",https://www.courtlistener.com/docket/72141457/carolina-migrant-network-v-immigration-customs-enforcement/,Complaint,2026-01-14,,Awaiting Court Ruling,Immigration and Citizenship,Immigration Detention Policy,2026-01-14
